year_film,year_ceremony,ceremony,category,name,film,winner
2003,2004,76,MAKEUP,Richard Taylor and Peter King,The Lord of the Rings: The Return of the King,1
2003,2004,76,MAKEUP,Ve Neill and Martin Samuel,Pirates of the Caribbean: The Curse of the Black Pearl,0
2003,2004,76,MUSIC (Original Score),James Horner,House of Sand and Fog,0
2003,2004,76,MUSIC (Original Score),Howard Shore,The Lord of the Rings: The Return of the King,1
2003,2004,76,MUSIC (Original Song),Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox,The Lord of the Rings: The Return of the King,1
2003,2004,76,BEST PICTURE,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",The Lord of the Rings: The Return of the King,1
2003,2004,76,BEST PICTURE,"Ross Katz and Sofia Coppola, Producers",Lost in Translation,0
2003,2004,76,BEST PICTURE,"Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers",Master and Commander: The Far Side of the World,0
2003,2004,76,BEST PICTURE,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",Mystic River,0
2003,2004,76,BEST PICTURE,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers",Seabiscuit,0
2003,2004,76,SHORT FILM (Live Action),Bobby Garabedian and William Zabka,Most (The Bridge),0
2003,2004,76,SHORT FILM (Live Action),Aaron Schneider and Andrew J. Sacks,Two Soldiers,1
2003,2004,76,SOUND EDITING,Christopher Boyes and George Watters II,Pirates of the Caribbean: The Curse of the Black Pearl,0
2003,2004,76,SOUND MIXING,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",The Lord of the Rings: The Return of the King,1
2003,2004,76,SOUND MIXING,"Christopher Boyes, David Parker, David Campbell and Lee Orloff",Pirates of the Caribbean: The Curse of the Black Pearl,0
2003,2004,76,VISUAL EFFECTS,"Dan Sudick, Stefen Fangmeier, Nathan McGuinness and Robert Stromberg",Master and Commander: The Far Side of the World,0
2003,2004,76,VISUAL EFFECTS,"John Knoll, Hal Hickel, Charles Gibson and Terry Frazee",Pirates of the Caribbean: The Curse of the Black Pearl,0
2003,2004,76,WRITING (Adapted Screenplay),Written by Robert Pulcini & Shari Springer Berman,American Splendor,0
2003,2004,76,WRITING (Adapted Screenplay),"Screenplay by Fran Walsh, Philippa Boyens & Peter Jackson",The Lord of the Rings: The Return of the King,1
2003,2004,76,WRITING (Original Screenplay),Written by Steven Knight,Dirty Pretty Things,0
2003,2004,76,WRITING (Original Screenplay),"Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton",Finding Nemo,0
2003,2004,76,WRITING (Original Screenplay),Written by Sofia Coppola,Lost in Translation,1
2004,2005,77,ANIMATED FEATURE FILM,Andrew Adamson,Shrek 2,0
2004,2005,77,ART DIRECTION,Art Direction: Gemma Jackson; Set Decoration: Trisha Edwards,Finding Neverland,0
2004,2005,77,ART DIRECTION,Art Direction: Anthony Pratt; Set Decoration: Celia Bobak,The Phantom of the Opera,0
2004,2005,77,CINEMATOGRAPHY,Robert Richardson,The Aviator,1
2004,2005,77,COSTUME DESIGN,Bob Ringwood,Troy,0
2004,2005,77,DIRECTING,Martin Scorsese,The Aviator,0
2004,2005,77,DOCUMENTARY (Short Subject),Robert Hudson and Bobby Houston,Mighty Times: The Children's March,1
2004,2005,77,FILM EDITING,Jim Miller and Paul Rubell,Collateral,0
2004,2005,77,MUSIC (Original Score),James Newton Howard,The Village,0
2004,2005,77,MUSIC (Original Song),"Music by Adam Duritz, Charles Gillingham, Jim Bogios, David Immergluck, Matthew Malley and David Bryson; Lyric by Adam Duritz and Daniel Vickrey",Shrek 2,0
2004,2005,77,MUSIC (Original Song),Music by Andrew Lloyd Webber; Lyric by Charles Hart,The Phantom of the Opera,0
2004,2005,77,BEST PICTURE,"Taylor Hackford, Stuart Benjamin and Howard Baldwin, Producers",Ray,0
2004,2005,77,SHORT FILM (Animated),Sejong Park and Andrew Gregory,Birthday Boy,0
2004,2005,77,SHORT FILM (Animated),Jeff Fowler and Tim Miller,Gopher Broke,0
2004,2005,77,SOUND MIXING,"Scott Millan, Greg Orloff, Bob Beemer and Steve Cantamessa",Ray,1
2004,2005,77,VISUAL EFFECTS,"Roger Guyett, Tim Burke, John Richardson and Bill George",Harry Potter and the Prisoner of Azkaban,0
2004,2005,77,VISUAL EFFECTS,"John Nelson, Andrew R. Jones, Erik Nash and Joe Letteri","I, Robot",0
2004,2005,77,VISUAL EFFECTS,"John Dykstra, Scott Stokdyk, Anthony LaMolinara and John Frazier",Spider-Man 2,1
2004,2005,77,WRITING (Adapted Screenplay),Screenplay by David Magee,Finding Neverland,0
2004,2005,77,WRITING (Original Screenplay),Screenplay by Charlie Kaufman; Story by Charlie Kaufman & Michel Gondry & Pierre Bismuth,Eternal Sunshine of the Spotless Mind,1
2004,2005,77,JEAN HERSHOLT HUMANITARIAN AWARD,Roger Mayer,,1
2005,2006,78,ACTOR IN A LEADING ROLE,Philip Seymour Hoffman,Capote,1
2005,2006,78,ACTOR IN A LEADING ROLE,Terrence Howard,Hustle & Flow,0
2005,2006,78,ACTOR IN A LEADING ROLE,David Strathairn,"Good Night, and Good Luck.",0
2005,2006,78,ACTRESS IN A SUPPORTING ROLE,Michelle Williams,Brokeback Mountain,0
2005,2006,78,ANIMATED FEATURE FILM,Mike Johnson and Tim Burton,Tim Burton's Corpse Bride,0
2005,2006,78,ANIMATED FEATURE FILM,Nick Park and Steve Box,Wallace & Gromit in The Curse of the Were-Rabbit,1
2005,2006,78,CINEMATOGRAPHY,Robert Elswit,"Good Night, and Good Luck.",0
2005,2006,78,DIRECTING,Ang Lee,Brokeback Mountain,1
2005,2006,78,DIRECTING,Bennett Miller,Capote,0
2005,2006,78,DIRECTING,Steven Spielberg,Munich,0
2005,2006,78,DOCUMENTARY (Short Subject),Steven Okazaki,The Mushroom Club,0
2005,2006,78,MAKEUP,Howard Berger and Tami Lane,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1
2005,2006,78,MAKEUP,David Leroy Anderson and Lance Anderson,Cinderella Man,0
2005,2006,78,MUSIC (Original Song),"Music and Lyric by Jordan Houston, Cedric Coleman and Paul Beauregard",Hustle & Flow,1
2005,2006,78,BEST PICTURE,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers",Munich,0
2005,2006,78,SHORT FILM (Animated),Andrew Jimenez and Mark Andrews,One Man Band,0
2005,2006,78,SHORT FILM (Live Action),Rob Pearlstein and Pia Clemente,Our Time Is Up,0
2005,2006,78,SHORT FILM (Live Action),Martin McDonagh,Six Shooter,1
2005,2006,78,SOUND EDITING,Mike Hopkins and Ethan Van der Ryn,King Kong,1
2005,2006,78,SOUND MIXING,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",King Kong,1
2005,2006,78,SOUND MIXING,"Paul Massey, D.M. Hemphill and Peter F. Kurland",Walk the Line,0
2005,2006,78,VISUAL EFFECTS,"Dean Wright, Bill Westenhofer, Jim Berney and Scott Farrar","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0
2005,2006,78,WRITING (Original Screenplay),Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis,Crash,1
2005,2006,78,HONORARY AWARD, Robert Altman in recognition of a career that has repeatedly reinvented the art form and inspired filmmakers and audiences alike.,,1
2006,2007,79,ACTOR IN A LEADING ROLE,Peter O'Toole,Venus,0
2006,2007,79,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,Blood Diamond,0
2006,2007,79,ACTRESS IN A SUPPORTING ROLE,Adriana Barraza,Babel,0
2006,2007,79,ANIMATED FEATURE FILM,George Miller,Happy Feet,1
2006,2007,79,DIRECTING,Martin Scorsese,The Departed,1
2006,2007,79,DOCUMENTARY (Feature),Amy Berg and Frank Donner,Deliver Us from Evil,0
2006,2007,79,FILM EDITING,Steven Rosenblum,Blood Diamond,0
2006,2007,79,FILM EDITING,"Clare Douglas, Christopher Rouse and Richard Pearson",United 93,0
2006,2007,79,MUSIC (Original Song),Music and Lyric by Melissa Etheridge,An Inconvenient Truth,1
2006,2007,79,BEST PICTURE,"Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers",Letters from Iwo Jima,0
2006,2007,79,BEST PICTURE,"David T. Friendly, Peter Saraf and Marc Turtletaub, Producers",Little Miss Sunshine,0
2006,2007,79,SHORT FILM (Animated),Roger Allers and Don Hahn,The Little Matchgirl,0
2006,2007,79,SHORT FILM (Live Action),Peter Templeman and Stuart Parkyn,The Saviour,0
2006,2007,79,SOUND EDITING,Alan Robert Murray and Bub Asman,Flags of Our Fathers,0
2006,2007,79,SOUND EDITING,Alan Robert Murray and Bub Asman,Letters from Iwo Jima,1
2006,2007,79,SOUND EDITING,Christopher Boyes and George Watters II,Pirates of the Caribbean: Dead Man's Chest,0
2006,2007,79,SOUND MIXING,"Michael Minkler, Bob Beemer and Willie Burton",Dreamgirls,1
2006,2007,79,SOUND MIXING,"John Reitz, Dave Campbell, Gregg Rudloff and Walt Martin",Flags of Our Fathers,0
2006,2007,79,SOUND MIXING,"Paul Massey, Christopher Boyes and Lee Orloff",Pirates of the Caribbean: Dead Man's Chest,0
2006,2007,79,VISUAL EFFECTS,"John Knoll, Hal Hickel, Charles Gibson and Allen Hall",Pirates of the Caribbean: Dead Man's Chest,1
2006,2007,79,VISUAL EFFECTS,"Mark Stetson, Neil Corbould, Richard R. Hoover and Jon Thum",Superman Returns,0
2006,2007,79,WRITING (Adapted Screenplay),Screenplay by Sacha Baron Cohen & Anthony Hines & Peter Baynham & Dan Mazer; Story by Sacha Baron Cohen & Peter Baynham & Anthony Hines & Todd Phillips,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0
2006,2007,79,WRITING (Original Screenplay),Written by Peter Morgan,The Queen,0
2007,2008,80,ACTOR IN A LEADING ROLE,Tommy Lee Jones,In the Valley of Elah,0
2007,2008,80,ACTOR IN A LEADING ROLE,Viggo Mortensen,Eastern Promises,0
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Charlie Wilson's War,0
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Hal Holbrook,Into the Wild,0
2007,2008,80,CINEMATOGRAPHY,Roger Deakins,The Assassination of Jesse James by the Coward Robert Ford,0
2007,2008,80,CINEMATOGRAPHY,Roger Deakins,No Country for Old Men,0
2007,2008,80,CINEMATOGRAPHY,Robert Elswit,There Will Be Blood,1
2007,2008,80,DIRECTING,Paul Thomas Anderson,There Will Be Blood,0
2007,2008,80,DOCUMENTARY (Feature),Richard E. Robbins,Operation Homecoming: Writing the Wartime Experience,0
2007,2008,80,DOCUMENTARY (Short Subject),Amanda Micheli and Isabel Vega,La Corona (The Crown),0
2007,2008,80,DOCUMENTARY (Short Subject),Tim Sternberg and Francisco Bello,Salim Baba,0
2007,2008,80,FILM EDITING,Christopher Rouse,The Bourne Ultimatum,1
2007,2008,80,MAKEUP,Ve Neill and Martin Samuel,Pirates of the Caribbean: At World's End,0
2007,2008,80,MUSIC (Original Score),James Newton Howard,Michael Clayton,0
2007,2008,80,BEST PICTURE,"Tim Bevan, Eric Fellner and Paul Webster, Producers",Atonement,0
2007,2008,80,BEST PICTURE,"JoAnne Sellar, Paul Thomas Anderson and Daniel Lupi, Producers",There Will Be Blood,0
2007,2008,80,SOUND EDITING,Christopher Scarabosio and Matthew Wood,There Will Be Blood,0
2007,2008,80,SOUND EDITING,Ethan Van der Ryn and Mike Hopkins,Transformers,0
2007,2008,80,SOUND MIXING,"Scott Millan, David Parker and Kirk Francis",The Bourne Ultimatum,1
2007,2008,80,SOUND MIXING,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter Kurland",No Country for Old Men,0
2007,2008,80,SOUND MIXING,"Paul Massey, David Giammarco and Jim Stuebe",3:10 to Yuma,0
2007,2008,80,SOUND MIXING,"Kevin O'Connell, Greg P. Russell and Peter J. Devlin",Transformers,0
2007,2008,80,VISUAL EFFECTS,"Michael Fink, Bill Westenhofer, Ben Morris and Trevor Wood",The Golden Compass,1
2007,2008,80,VISUAL EFFECTS,"John Knoll, Hal Hickel, Charles Gibson and John Frazier",Pirates of the Caribbean: At World's End,0
2007,2008,80,WRITING (Adapted Screenplay),Screenplay by Christopher Hampton,Atonement,0
2007,2008,80,WRITING (Adapted Screenplay),Written for the Screen by Paul Thomas Anderson,There Will Be Blood,0
2007,2008,80,HONORARY AWARD, Robert Boyle in recognition of one of cinema's great careers in art direction.,,1
2008,2009,81,ACTOR IN A LEADING ROLE,Frank Langella,Frost/Nixon,0
2008,2009,81,ACTOR IN A SUPPORTING ROLE,Robert Downey Jr.,Tropic Thunder,0
2008,2009,81,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Doubt,0
2008,2009,81,ACTRESS IN A LEADING ROLE,Melissa Leo,Frozen River,0
2008,2009,81,ANIMATED FEATURE FILM,Chris Williams and Byron Howard,Bolt,0
2008,2009,81,ANIMATED FEATURE FILM,John Stevenson and Mark Osborne,Kung Fu Panda,0
2008,2009,81,ANIMATED FEATURE FILM,Andrew Stanton,WALL-E,1
2008,2009,81,ART DIRECTION,Art Direction: Nathan Crowley; Set Decoration: Peter Lando,The Dark Knight,0
2008,2009,81,CINEMATOGRAPHY,Chris Menges and Roger Deakins,The Reader,0
2008,2009,81,COSTUME DESIGN,Catherine Martin,Australia,0
2008,2009,81,COSTUME DESIGN,Jacqueline West,The Curious Case of Benjamin Button,0
2008,2009,81,COSTUME DESIGN,Michael O'Connor,The Duchess,1
2008,2009,81,DIRECTING,David Fincher,The Curious Case of Benjamin Button,0
2008,2009,81,DIRECTING,Ron Howard,Frost/Nixon,0
2008,2009,81,DOCUMENTARY (Short Subject),Steven Okazaki,The Conscience of Nhem En,0
2008,2009,81,FILM EDITING,Lee Smith,The Dark Knight,0
2008,2009,81,MUSIC (Original Score),James Newton Howard,Defiance,0
2008,2009,81,MUSIC (Original Song),Music by Peter Gabriel and Thomas Newman; Lyric by Peter Gabriel,WALL-E,0
2008,2009,81,BEST PICTURE,"Brian Grazer, Ron Howard and Eric Fellner, Producers",Frost/Nixon,0
2008,2009,81,SOUND EDITING,Frank Eulner and Christopher Boyes,Iron Man,0
2008,2009,81,SOUND MIXING,"David Parker, Michael Semanick, Ren Klyce and Mark Weingarten",The Curious Case of Benjamin Button,0
2008,2009,81,VISUAL EFFECTS,"Nick Davis, Chris Corbould, Tim Webber and Paul Franklin",The Dark Knight,0
2008,2009,81,WRITING (Adapted Screenplay),Screenplay by Eric Roth; Screen story by Eric Roth and Robin Swicord,The Curious Case of Benjamin Button,0
2008,2009,81,WRITING (Adapted Screenplay),Screenplay by Peter Morgan,Frost/Nixon,0
2008,2009,81,WRITING (Adapted Screenplay),Screenplay by David Hare,The Reader,0
2008,2009,81,WRITING (Original Screenplay),Written by Martin McDonagh,In Bruges,0
2008,2009,81,WRITING (Original Screenplay),"Screenplay by Andrew Stanton, Jim Reardon; Original story by Andrew Stanton, Pete Docter",WALL-E,0
2009,2010,82,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,The Last Station,0
2009,2010,82,ACTOR IN A SUPPORTING ROLE,Stanley Tucci,The Lovely Bones,0
2009,2010,82,ANIMATED FEATURE FILM,Wes Anderson,Fantastic Mr. Fox,0
2009,2010,82,ART DIRECTION,Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair,Avatar,1
2009,2010,82,CINEMATOGRAPHY,Robert Richardson,Inglourious Basterds,0
2009,2010,82,DIRECTING,Quentin Tarantino,Inglourious Basterds,0
2009,2010,82,DIRECTING,Lee Daniels,Precious: Based on the Novel 'Push' by Sapphire,0
2009,2010,82,DOCUMENTARY (Feature),Louie Psihoyos and Fisher Stevens,The Cove,1
2009,2010,82,DOCUMENTARY (Feature),Robert Kenner and Elise Pearlstein,"Food, Inc.",0
2009,2010,82,DOCUMENTARY (Short Subject),Steven Bognar and Julia Reichert,The Last Truck: Closing of a GM Plant,0
2009,2010,82,DOCUMENTARY (Short Subject),Roger Ross Williams and Elinor Burkett,Music by Prudence,1
2009,2010,82,FILM EDITING,Bob Murawski and Chris Innis,The Hurt Locker,1
2009,2010,82,MUSIC (Original Score),James Horner,Avatar,0
2009,2010,82,MUSIC (Original Song),Music by Reinhardt Wagner; Lyric by Frank Thomas,Paris 36,0
2009,2010,82,BEST PICTURE,"Gil Netter, Andrew A. Kosove and Broderick Johnson, Producers",The Blind Side,0
2009,2010,82,BEST PICTURE,"Peter Jackson and Carolynne Cunningham, Producers",District 9,0
2009,2010,82,BEST PICTURE,"Lee Daniels, Sarah Siegel-Magness and Gary Magness, Producers",Precious: Based on the Novel 'Push' by Sapphire,0
2009,2010,82,SHORT FILM (Animated),Nick Park,A Matter of Loaf and Death,0
2009,2010,82,SOUND EDITING,Christopher Boyes and Gwendolyn Yates Whittle,Avatar,0
2009,2010,82,SOUND MIXING,"Christopher Boyes, Gary Summers, Andy Nelson and Tony Johnson",Avatar,0
2009,2010,82,SOUND MIXING,"Anna Behlmer, Andy Nelson and Peter J. Devlin",Star Trek,0
2009,2010,82,VISUAL EFFECTS,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",Avatar,1
2009,2010,82,VISUAL EFFECTS,"Dan Kaufman, Peter Muyzers, Robert Habros and Matt Aitken",District 9,0
2009,2010,82,VISUAL EFFECTS,"Roger Guyett, Russell Earl, Paul Kavanagh and Burt Dalton",Star Trek,0
2009,2010,82,WRITING (Adapted Screenplay),Screenplay by Nick Hornby,An Education,0
2009,2010,82,WRITING (Original Screenplay),Written by Quentin Tarantino,Inglourious Basterds,0
2009,2010,82,WRITING (Original Screenplay),"Screenplay by Bob Peterson, Pete Docter; Story by Pete Docter, Bob Peterson, Tom McCarthy",Up,0
2009,2010,82,HONORARY AWARD, Roger Corman for his rich engendering of films and filmmakers.,,1
2010,2011,83,ACTRESS IN A LEADING ROLE,Michelle Williams,Blue Valentine,0
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Melissa Leo,The Fighter,1
2010,2011,83,ANIMATED FEATURE FILM,Lee Unkrich,Toy Story 3,1
2010,2011,83,ART DIRECTION,Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,Alice in Wonderland,1
2010,2011,83,CINEMATOGRAPHY,Roger Deakins,True Grit,0
2010,2011,83,DIRECTING,David O. Russell,The Fighter,0
2010,2011,83,DIRECTING,Tom Hooper,The King's Speech,1
2010,2011,83,DIRECTING,David Fincher,The Social Network,0
2010,2011,83,DOCUMENTARY (Feature),Tim Hetherington and Sebastian Junger,Restrepo,0
2010,2011,83,DOCUMENTARY (Short Subject),Jennifer Redfearn and Tim Metzger,Sun Come Up,0
2010,2011,83,FILM EDITING,Andrew Weisblum,Black Swan,0
2010,2011,83,FILM EDITING,Pamela Martin,The Fighter,0
2010,2011,83,BEST PICTURE,"Mike Medavoy, Brian Oliver and Scott Franklin, Producers",Black Swan,0
2010,2011,83,BEST PICTURE,"David Hoberman, Todd Lieberman and Mark Wahlberg, Producers",The Fighter,0
2010,2011,83,BEST PICTURE,"Emma Thomas and Christopher Nolan, Producers",Inception,0
2010,2011,83,BEST PICTURE,"Darla K. Anderson, Producer",Toy Story 3,0
2010,2011,83,SHORT FILM (Animated),Shaun Tan and Andrew Ruhemann,The Lost Thing,1
2010,2011,83,SOUND EDITING,Gwendolyn Yates Whittle and Addison Teague,Tron: Legacy,0
2010,2011,83,SOUND MIXING,"Paul Hamblin, Martin Jensen and John Midgley",The King's Speech,0
2010,2011,83,SOUND MIXING,"Ren Klyce, David Parker, Michael Semanick and Mark Weingarten",The Social Network,0
2010,2011,83,SOUND MIXING,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter F. Kurland",True Grit,0
2010,2011,83,VISUAL EFFECTS,"Ken Ralston, David Schaub, Carey Villegas and Sean Phillips",Alice in Wonderland,0
2010,2011,83,VISUAL EFFECTS,"Tim Burke, John Richardson, Christian Manz and Nicolas Aithadi",Harry Potter and the Deathly Hallows Part 1,0
2010,2011,83,VISUAL EFFECTS,"Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb",Inception,1
2010,2011,83,WRITING (Adapted Screenplay),"Screenplay by Michael Arndt; Story by John Lasseter, Andrew Stanton and Lee Unkrich",Toy Story 3,0
2010,2011,83,WRITING (Original Screenplay),Written by Christopher Nolan,Inception,0
2010,2011,83,WRITING (Original Screenplay),Screenplay by David Seidler,The King's Speech,1
2010,2011,83,IRVING G. THALBERG MEMORIAL AWARD,Francis Ford Coppola,,1
2011,2012,84,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,Beginners,1
2011,2012,84,ACTRESS IN A LEADING ROLE,Michelle Williams,My Week with Marilyn,0
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Melissa McCarthy,Bridesmaids,0
2011,2012,84,ANIMATED FEATURE FILM,Chris Miller,Puss in Boots,0
2011,2012,84,ART DIRECTION,Production Design: Laurence Bennett; Set Decoration: Robert Gould,The Artist,0
2011,2012,84,ART DIRECTION,Production Design: Rick Carter; Set Decoration: Lee Sandales,War Horse,0
2011,2012,84,CINEMATOGRAPHY,Robert Richardson,Hugo,1
2011,2012,84,COSTUME DESIGN,Michael O'Connor,Jane Eyre,0
2011,2012,84,DIRECTING,Michel Hazanavicius,The Artist,1
2011,2012,84,DIRECTING,Martin Scorsese,Hugo,0
2011,2012,84,DOCUMENTARY (Feature),"TJ Martin, Dan Lindsay and Rich Middlemas",Undefeated,1
2011,2012,84,DOCUMENTARY (Short Subject),Robin Fryday and Gail Dolgin,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,0
2011,2012,84,DOCUMENTARY (Short Subject),Rebecca Cammisa and Julie Anderson,God Is the Bigger Elvis,0
2011,2012,84,FILM EDITING,Anne-Sophie Bion and Michel Hazanavicius,The Artist,0
2011,2012,84,FILM EDITING,Christopher Tellefsen,Moneyball,0
2011,2012,84,MUSIC (Original Score),Howard Shore,Hugo,0
2011,2012,84,BEST PICTURE,"Graham King and Martin Scorsese, Producers",Hugo,0
2011,2012,84,BEST PICTURE,"Michael De Luca, Rachael Horovitz and Brad Pitt, Producers",Moneyball,0
2011,2012,84,BEST PICTURE,"Steven Spielberg and Kathleen Kennedy, Producers",War Horse,0
2011,2012,84,SHORT FILM (Live Action),Peter McDonald and Eimear O'Kane,Pentecost,0
2011,2012,84,SHORT FILM (Live Action),Andrew Bowler and Gigi Causey,Time Freak,0
2011,2012,84,SOUND MIXING,"David Parker, Michael Semanick, Ren Klyce and Bo Persson",The Girl with the Dragon Tattoo,0
2011,2012,84,SOUND MIXING,"Deb Adair, Ron Bochar, David Giammarco and Ed Novick",Moneyball,0
2011,2012,84,SOUND MIXING,"Greg P. Russell, Gary Summers, Jeffrey J. Haboush and Peter J. Devlin",Transformers: Dark of the Moon,0
2011,2012,84,VISUAL EFFECTS,"Tim Burke, David Vickery, Greg Butler and John Richardson",Harry Potter and the Deathly Hallows Part 2,0
2011,2012,84,VISUAL EFFECTS,"Rob Legato, Joss Williams, Ben Grossmann and Alex Henning",Hugo,1
2011,2012,84,VISUAL EFFECTS,"Joe Letteri, Dan Lemmon, R. Christopher White and Daniel Barrett",Rise of the Planet of the Apes,0
2011,2012,84,WRITING (Adapted Screenplay),Screenplay by Steven Zaillian and Aaron Sorkin; Story by Stan Chervin,Moneyball,0
2011,2012,84,WRITING (Adapted Screenplay),Screenplay by Bridget O'Connor & Peter Straughan,Tinker Tailor Soldier Spy,0
2011,2012,84,WRITING (Original Screenplay),Written by Michel Hazanavicius,The Artist,0
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Robert De Niro,Silver Linings Playbook,0
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,The Master,0
2012,2013,85,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,Lincoln,0
2012,2013,85,ANIMATED FEATURE FILM,Mark Andrews and Brenda Chapman,Brave,1
2012,2013,85,ANIMATED FEATURE FILM,Tim Burton,Frankenweenie,0
2012,2013,85,ANIMATED FEATURE FILM,Peter Lord,The Pirates! Band of Misfits,0
2012,2013,85,CINEMATOGRAPHY,Robert Richardson,Django Unchained,0
2012,2013,85,CINEMATOGRAPHY,Roger Deakins,Skyfall,0
2012,2013,85,DIRECTING,Ang Lee,Life of Pi,1
2012,2013,85,DIRECTING,Steven Spielberg,Lincoln,0
2012,2013,85,DIRECTING,David O. Russell,Silver Linings Playbook,0
2012,2013,85,DOCUMENTARY (Feature),Emad Burnat and Guy Davidi,5 Broken Cameras,0
2012,2013,85,DOCUMENTARY (Feature),David France and Howard Gertler,How to Survive a Plague,0
2012,2013,85,DOCUMENTARY (Short Subject),Cynthia Wade and Robin Honan,Mondays at Racine,0
2012,2013,85,DOCUMENTARY (Short Subject),Kief Davidson and Cori Shepherd Stern,Open Heart,0
2012,2013,85,FILM EDITING,Tim Squyres,Life of Pi,0
2012,2013,85,MAKEUP AND HAIRSTYLING,"Howard Berger, Peter Montagna and Martin Samuel",Hitchcock,0
2012,2013,85,MAKEUP AND HAIRSTYLING,"Peter Swords King, Rick Findlater and Tami Lane",The Hobbit: An Unexpected Journey,0
2012,2013,85,MAKEUP AND HAIRSTYLING,Lisa Westcott and Julie Dartnell,Les Misérables,1
2012,2013,85,BEST PICTURE,"Tim Bevan, Eric Fellner, Debra Hayward and Cameron Mackintosh, Producers",Les Misérables,0
2012,2013,85,BEST PICTURE,"Gil Netter, Ang Lee and David Womark, Producers",Life of Pi,0
2012,2013,85,BEST PICTURE,"Steven Spielberg and Kathleen Kennedy, Producers",Lincoln,0
2012,2013,85,BEST PICTURE,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers",Silver Linings Playbook,0
2012,2013,85,PRODUCTION DESIGN,Production Design: Eve Stewart; Set Decoration: Anna Lynch-Robinson,Les Misérables,0
2012,2013,85,PRODUCTION DESIGN,Production Design: David Gropman; Set Decoration: Anna Pinnock,Life of Pi,0
2012,2013,85,SHORT FILM (Animated),Minkyu Lee,Adam and Dog,0
2012,2013,85,SHORT FILM (Animated),Timothy Reckart and Fodhla Cronin O'Reilly,Head over Heels,0
2012,2013,85,SHORT FILM (Animated),David Silverman,"Maggie Simpson in ""The Longest Daycare""",0
2012,2013,85,VISUAL EFFECTS,"Joe Letteri, Eric Saindon, David Clayton and R. Christopher White",The Hobbit: An Unexpected Journey,0
2012,2013,85,VISUAL EFFECTS,"Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott",Life of Pi,1
2012,2013,85,VISUAL EFFECTS,"Richard Stammers, Trevor Wood, Charley Henley and Martin Hill",Prometheus,0
2012,2013,85,WRITING (Adapted Screenplay),Screenplay by David Magee,Life of Pi,0
2012,2013,85,WRITING (Adapted Screenplay),Screenplay by David O. Russell,Silver Linings Playbook,0
2012,2013,85,WRITING (Original Screenplay),Written by Quentin Tarantino,Django Unchained,1
2012,2013,85,WRITING (Original Screenplay),Written by Wes Anderson & Roman Coppola,Moonrise Kingdom,0
2012,2013,85,HONORARY AWARD, George Stevens,,1
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,August: Osage County,0
2013,2014,86,ANIMATED FEATURE FILM,"Chris Renaud, Pierre Coffin and Chris Meledandri",Despicable Me 2,0
2013,2014,86,ANIMATED FEATURE FILM,"Chris Buck, Jennifer Lee and Peter Del Vecho",Frozen,1
2013,2014,86,CINEMATOGRAPHY,Roger A. Deakins,Prisoners,0
2013,2014,86,COSTUME DESIGN,Catherine Martin,The Great Gatsby,1
2013,2014,86,COSTUME DESIGN,Michael O'Connor,The Invisible Woman,0
2013,2014,86,DIRECTING,David O. Russell,American Hustle,0
2013,2014,86,DIRECTING,Martin Scorsese,The Wolf of Wall Street,0
